100
P 0 0.010
B 83 44 1
B 83 56 1
B 83 80 1
B 83 95 1
P 84 0.010
B 84 0 1
B 84 2 2
B 84 3 1
B 84 11 1
B 84 14 2
B 84 20 1
B 84 21 1
B 84 22 1
B 84 26 2
B 84 31 1
B 84 36 1
B 84 37 1
B 84 44 1
B 84 59 3
B 84 64 1
B 84 67 1
B 84 69 1
B 84 81 1
B 84 82 1
B 84 84 1
P 85 0.010
B 85 3 1
B 85 14 3
B 85 16 1
B 85 19 1
B 85 22 1
B 85 33 1
B 85 35 1
B 85 37 1
B 85 40 1
B 85 41 1
B 85 42 1
B 85 47 1
B 85 75 1
B 85 91 1
B 85 95 1
P 86 0.010
B 86 3 1
B 86 11 1
B 86 22 1
B 86 23 4
B 86 26 1
B 86 28 1
B 86 31 1
B 86 34 2
B 86 47 1
B 86 56 1
B 86 60 1
B 86 70 1
B 86 73 1
B 86 92 1
B 86 93 1
P 87 0.010
B 87 19 2
B 87 22 1
B 87 23 2
B 87 26 1
B 87 29 1
B 87 30 1
B 87 32 1
B 87 34 1
B 87 39 2
B 87 70 2
B 87 76 1
B 87 80 1
B 87 83 1
P 88 0.010
B 88 2 2
B 88 3 2
B 88 20 1
B 88 26 2
B 88 30 1
B 88 36 1
B 88 41 1
B 88 58 1
B 88 62 1
B 88 82 1
B 88 90 1
P 89 0.010
B 89 2 1
B 89 14 1
B 89 19 1
B 89 25 1
B 89 33 1
B 89 37 1
B 89 58 1
B 89 59 1
B 89 69 1
B 89 71 1
B 89 95 1
B 89 97 1
B 89 100 1
P 90 0.010
B 90 3 1
B 90 14 1
B 90 21 2
B 90 22 1
B 90 24 1
B 90 29 1
B 90 36 1
B 90 39 1
B 90 41 2
B 90 58 1
B 90 59 2
B 90 69 1
B 90 80 1
P 91 0.010
B 91 3 1
B 91 6 1
B 91 14 1
B 91 21 1
B 91 28 1
B 91 29 2
B 91 60 1
B 91 68 1
B 91 78 2
B 91 82 1
B 91 90 1
P 92 0.010
B 92 21 1
B 92 23 1
B 92 24 1
B 92 29 1
B 92 31 1
B 92 39 1
B 92 48 1
B 92 56 1
B 92 58 1
B 92 60 1
B 92 68 1
B 92 78 1
P 93 0.010
B 93 11 1
B 93 14 2
B 93 19 2
B 93 21 1
B 93 23 1
B 93 29 1
B 93 30 1
B 93 42 1
B 93 44 1
B 93 80 1
B 93 84 1
B 93 99 2
P 94 0.010
B 94 6 1
B 94 23 1
B 94 32 2
B 94 35 1
B 94 53 1
B 94 54 1
B 94 57 1
B 94 80 1
B 94 96 1
P 95 0.010
B 95 14 2
B 95 19 1
B 95 23 1
B 95 24 2
B 95 26 1
B 95 39 1
B 95 41 2
B 95 44 1
B 95 47 1
B 95 65 1
B 95 70 1
B 95 90 1
B 95 91 1
P 96 0.010
B 96 6 1
B 96 12 1
B 96 16 1
B 96 19 1
B 96 27 1
B 96 35 1
B 96 37 1
B 96 40 2
B 96 47 1
B 96 59 1
B 96 71 1
B 96 80 1
B 96 97 1
P 97 0.010
B 97 3 1
B 97 6 1
B 97 12 1
B 97 19 1
B 97 22 1
B 97 23 2
B 97 25 1
B 97 36 1
B 97 41 1
B 97 47 1
B 97 60 1
B 97 71 1
B 97 81 2
B 97 90 1
B 97 100 1
P 98 0.010
B 98 2 1
B 98 14 1
B 98 21 1
B 98 22 1
B 98 25 1
B 98 26 2
B 98 33 1
B 98 35 2
B 98 56 1
B 98 59 1
B 98 60 2
P 99 0.010
B 99 3 1
B 99 11 2
B 99 22 1
B 99 25 1
B 99 26 2
B 99 34 1
B 99 35 1
B 99 39 1
B 99 44 1
B 99 54 1
B 99 74 1
B 99 100 2
